Released,Title,ProdBudget,DomesticBO,InternationalBO,CPI,InflAdjBudget,InflAdjDomesticBO
2013-09-20,Prisoners,4.6e+07,61002302,52400000,234.149,49593182.119078,65767353.7558478
2013-05-31,After Earth,1.3e+08,60522097,190977568,232.945,140879048.702483,65586888.0833802
2013-12-25,The Secret Life of Walter Mitty,9.1e+07,58236838,129624345,233.049,98571326.2017859,63082223.6863578
2013-02-15,Escape From Planet Earth,4e+07,57012977,17143633,232.166,43492845.636312,61991415.1981901
2013-10-18,12 Years a Slave,2e+07,56671993,124353350,233.546,21617925.3765853,61256545.7808183
2013-11-01,Free Birds,5.5e+07,55750480,54636592,233.069,59570963.9634615,60383815.1822851
2013-01-25,Hansel & Gretel: Witch Hunters,5e+07,55703475,159246241,230.28,54811316.6579816,61063616.1434992
2013-04-05,Evil Dead,1.7e+07,54239856,43538500,232.531,18455444.6503907,58883568.250186
2013-07-19,RED 2,8.4e+07,53262560,88244795,233.596,90775852.3262384,57558979.5366359
2013-12-13,Tyler Perry's A Madea Christmas,2.5e+07,52543354,0,233.049,27080034.6708203,56915033.9216474
2013-03-29,Tyler Perry’s Temptation,0,51975354,1167790,232.773,0,56366530.4326791
2013-03-15,The Call,12800000,51872378,17949098,232.773,13881417.5183548,56254854.4287439
2013-04-26,Pain & Gain,2.6e+07,49875291,31400000,232.531,28225974.1711858,54145333.6748606
2013-01-11,Gangster Squad,6e+07,46000903,58100000,230.28,65773579.9895779,50427401.2177219
2013-06-07,The Internship,5.8e+07,44672764,4.9e+07,233.504,62703259.9013293,48295309.1655646
2013-08-30,No se Aceptan Devoluciones,5e+06,44467206,56019410,233.877,5396832.52307837,47996412.7102451
2013-02-22,Snitch,1.5e+07,42930462,14977272,232.166,16309817.113617,46679198.9215389
2013-09-06,Riddick,3.8e+07,42025135,52738623,234.149,40968280.8809775,45307829.8616052
2013-01-11,A Haunted House,2500000,40041683,19880875,230.28,2740565.83289908,43894747.3286304
2013-12-25,47 Ronin,1.75e+08,38362475,113354340,233.049,189560242.695742,41554286.1223391
2013-12-25,August: Osage County,2.5e+07,37738810,1.3e+07,233.049,27080034.6708203,40878731.32942
2013-11-22,Philomena,1.2e+07,37709979,61253413,233.069,12997301.2283916,40843996.3649434
2013-09-13,The Family,3e+07,36918811,14159730,234.149,32343379.642877,39802637.3378874
2013-12-20,Walking with Dinosaurs,8e+07,36076121,87310201,233.049,86656110.946625,39077704.2987483
2013-10-18,Carrie,3e+07,35266619,47142901,233.546,32426888.064878,38119556.8913233
2013-01-04,Texas Chainsaw 3D,2e+07,34341945,13324068,230.28,21924526.6631926,37646544.4409198
2013-07-19,R.I.P.D.,1.3e+08,33618855,45457823,233.596,140486438.12394,36330716.8673479
2013-07-26,Blue Jasmine,1.8e+07,33404871,69508090,233.596,19451968.3556225,36099471.8675363
2013-07-03,Kevin Hart: Let Me Explain,2500000,32244051,83204,233.596,2701662.27161424,34845014.4282822
2013-02-08,Side Effects,3e+07,32172757,34569381,232.166,32619634.227234,34982118.8473894
2013-04-12,Scary Movie V,2e+07,32015787,46598194,232.531,21712287.8239891,34756799.1127764
2013-08-21,The Mortal Instruments: City of Bones,6e+07,31165421,44800146,233.877,64761990.2769404,33638911.5296459
2013-11-22,Delivery Man,2.2e+07,30659817,39877053,233.069,23828385.5853846,33207906.4296968
2013-12-25,Grudge Match,4e+07,29807260,4e+07,233.049,43328055.4733125,32287265.3696862
2013-08-30,One Direction: This is Us,1e+07,28873374,39668412,233.877,10793665.0461567,31164952.7708411
2013-08-16,Kick-Ass 2,2.8e+07,28795985,34333924,233.877,30222262.1292389,31081421.6764154
2013-11-01,Dallas Buyers Club,5e+06,27298285,33313560,233.069,5415542.1784965,29567002.7636236
2013-09-20,Rush,3.8e+07,26947624,71283215,234.149,40968280.8809775,29052574.4501834
2013-03-29,The Host,5e+07,26623701,37853350,232.773,54224287.1810734,28873024.1769406
2013-08-23,The World's End,2e+07,26004851,21503654,233.877,21587330.0923135,28068765.1269214
2013-03-01,21 and Over,1.3e+07,25682380,16513386,232.773,14098314.6670791,27852174.9722691
2013-10-18,Escape Plan,7e+07,25135965,78600000,233.546,75662738.8180487,27169370.7819231
2013-09-27,Don Jon,5500000,24477704,16790875,234.149,5929619.60119411,26389722.4419323
2014-12-25,American Sniper,5.8e+07,350126372,197200000,234.812,62353976.79846,376409856.4865
2014-11-21,The Hunger Games: Mockingjay - Part 1,1.25e+08,337135885,429516403,236.151,133621602.279897,360389097.118009
2014-08-01,Guardians of the Galaxy,1.7e+08,333172112,437695404,237.852,180425768.965575,353604908.855793
2014-04-04,Captain America: The Winter Soldier,1.7e+08,259746958,454654931,237.072,181019394.951745,276583748.104213
2014-02-07,The Lego Movie,6e+07,257784718,199944670,234.781,64512630.9198785,277172839.485316
2014-12-17,The Hobbit: The Battle of the Five Ar…,2.5e+08,255119788,690750000,234.812,268767141.372673,274271264.513449
2014-06-27,Transformers: Age of Extinction,2.1e+08,245439076,858600000,238.343,222419748.010221,259954749.694197
2014-05-30,Maleficent,1.8e+08,241407328,517129407,237.9,191000504.413619,256160674.539689
2014-05-23,X-Men: Days of Future Past,2e+08,233921534,513941241,237.9,212222782.681799,248217394.373375
2014-11-07,Big Hero 6,1.65e+08,222527828,429600000,236.151,176380515.009464,237876199.433803
2014-07-11,Dawn of the Planet of the Apes,1.7e+08,208545589,502098977,238.25,180124365.162644,220965540.153498
2014-05-02,The Amazing Spider-Man 2,2e+08,202853933,506142403,237.9,212222782.681799,215251130.696036
2014-05-16,Godzilla,1.6e+08,200676069,328400000,237.9,169778226.145439,212940168.904124
2014-06-13,22 Jump Street,5e+07,191719337,139614539,238.343,52957082.8595763,203057936.305841
2014-08-08,Teenage Mutant Ninja Turtles,1.25e+08,191204754,293800000,237.852,132666006.592335,202930969.237198
2014-11-05,Interstellar,1.65e+08,188017894,479734528,236.151,176380515.009464,200986018.028575
2014-06-13,How to Train Your Dragon 2,1.45e+08,177002924,437583346,238.343,153575540.292771,187471170.253106
2014-10-03,Gone Girl,6.1e+07,167767189,200800000,237.433,64855260.2207781,178370240.968909
2014-03-21,Divergent,8.5e+07,150947895,125067070,236.293,90808085.7240798,161262228.106228
2014-05-09,Neighbors,1.8e+07,150086800,120857628,237.9,19100050.4413619,159259191.699033
2014-01-17,Ride Along,2.5e+07,134202565,19531235,233.916,26979663.6399391,144829602.532683
2014-04-11,Rio 2,1.3e+08,131538435,361307856,237.072,138426596.139569,140064752.450585
2014-12-25,Into the Woods,56200000,128002372,85114029,234.812,60418853.3805768,137611326.445446
2014-07-25,Lucy,4e+07,126573960,330933816,238.25,42382203.567681,134112083.477188
2014-06-06,The Fault in Our Stars,1.2e+07,124872350,182294484,238.343,12709699.8862983,132257507.7164
2014-12-25,Unbroken,6.5e+07,115637895,47889929,234.812,69879456.7568949,124318665.894013
2014-12-19,Night at the Museum: Secret of the Tomb,1.27e+08,113746621,240010000,234.812,136533707.817318,122285416.667883
2014-03-07,Mr. Peabody & Sherman,1.45e+08,111506430,158300000,236.293,154907910.941077,119125711.22619
2014-03-07,300: Rise of an Empire,1.1e+08,106580051,224200000,236.293,117516346.231162,113862710.678645
2014-09-19,The Maze Runner,3.4e+07,102427862,245891999,238.031,36058017.6531628,108627813.416815
2014-09-26,The Equalizer,5.5e+07,101530738,91372886,238.031,58329146.2036457,107676386.563019
2014-03-28,Noah,1.3e+08,101200044,251631021,236.293,138882954.636828,108115085.539208
2014-06-06,Edge of Tomorrow,1.78e+08,100206256,270335000,238.343,188527214.980092,106132620.040798
2014-02-28,Non-Stop,5e+07,91742160,130640895,234.781,53760525.7665654,98642135.1312074
2014-04-16,Heaven is for Real,1.2e+07,91386097,9530202,237.072,12777839.6436526,97309741.0937732
2014-11-28,The Imitation Game,1.5e+07,91125143,136615320,236.151,16034592.2735877,97410300.925158
2014-11-14,Dumb and Dumber To,4e+07,86208010,70345582,236.151,42758912.7295671,92154019.4044912
2014-12-19,Annie,6.5e+07,85911262,53929263,234.812,69879456.7568949,92360497.1978349
2014-10-17,Fury,8e+07,85817906,124497775,237.433,85056078.9780696,91241682.3808569
2014-07-02,Tammy,2e+07,84525432,11882223,238.25,21191101.7838405,89559351.6417545
2014-10-03,Annabelle,6500000,84273813,172589107,237.433,6910806.41696816,89600001.1788884
2014-04-25,The Other Woman,4e+07,83911193,111200000,237.072,42592798.8121752,89350314.0384651
2014-11-26,Penguins of Madagascar,1.32e+08,83350911,283604530,236.151,141104412.007571,89099858.2344728
2014-08-13,Let’s Be Cops,1.7e+07,82390774,54500000,237.852,18042576.8965575,87443639.7330525
2014-02-07,The Monuments Men,7e+07,78031620,80671128,234.781,75264736.0731916,83900418.3523369
2014-07-25,Hercules,1e+08,72688614,170700000,238.25,105955508.919203,77017590.8900147
2014-07-18,The Purge: Anarchy,9e+06,71562550,39972331,238.25,9535995.80272823,75824464.0480588
2014-10-10,"Alexander and the Terrible, Horrible,…",2.8e+07,66954149,34425138,237.433,29769627.6423244,71185717.315668
2014-06-20,Think Like a Man Too,2.4e+07,65028687,4999246,238.343,25419399.7725966,68874591.3141691
2014-12-12,Exodus: Gods and Kings,1.4e+08,65014513,203300000,234.812,150509599.168697,69895059.2269858
2014-01-17,The Nut Job,3e+07,64251538,58278428,233.916,32375596.3679269,69339395.3435507
2014-03-21,God’s Not Dead,1150000,60755732,3021360,236.293,1228579.98332579,64907196.7021791
2014-02-28,Son of God,2.2e+07,59700064,11249729,234.781,23654631.3372888,64190136.5787521
2014-07-18,Planes: Fire and Rescue,5e+07,59157732,97241912,238.25,52977754.4596013,62680876.0056579
2014-03-07,The Grand Budapest Hotel,3.1e+07,59076019,104910235,236.293,33118243.0287821,63112708.2069338
2014-02-12,RoboCop,1.2e+08,58607007,184374792,234.781,129025261.839757,63014870.1984956
2014-10-10,Dracula Untold,7e+07,55991880,164249843,237.433,74424069.1058109,59530622.0926325
2014-11-26,Horrible Bosses 2,4e+07,54445357,51500000,236.151,42758912.7295671,58200606.7123281
2014-08-08,The Hundred-Foot Journey,2.2e+07,54235441,40035047,237.852,23349217.1602509,57561594.9859534
2014-09-12,No Good Deed,13200000,52543632,1779578,238.031,13998995.088875,55724094.4181556
2014-03-21,Muppets Most Wanted,5.5e+07,51178893,28133408,236.293,58758173.1155811,54675968.2683237
2014-10-24,Ouija,5e+06,50856010,52444622,237.433,5316004.93612935,54070160.0383687
2014-09-26,The Boxtrolls,6e+07,50837305,61108946,238.031,63631795.8585226,53914483.5626242
2014-01-17,Jack Ryan: Shadow Recruit,6e+07,50577412,80800000,233.916,64751192.7358539,54582462.5415448
2014-08-22,If I Stay,1.1e+07,50474843,27881327,237.852,11674608.5801255,53570366.8334805
2014-10-17,The Book of Life,5e+07,50151543,47500000,237.433,53160049.3612935,53321170.0285007
2014-02-14,About Last Night,1.3e+07,48637684,1808176,234.781,13977736.699307,52295749.2781614
2014-08-08,Into the Storm,5e+07,47602194,102827177,237.852,53066402.6369339,50521543.8641088
2014-10-10,The Judge,5e+07,47119388,2.9e+07,237.433,53160049.3612935,50097379.8390788
2014-06-20,Jersey Boys,4e+07,47047013,18235719,238.343,42365666.2876611,49829451.3147313
2014-05-23,Blended,4.5e+07,46290741,81700000,237.9,47750126.1034048,49119749.3371122
2014-08-15,The Giver,2.5e+07,45090374,1e+07,237.852,26533201.3184669,47855678.8346787
2014-10-10,St. Vincent,1.3e+07,44137712,10699522,237.433,13821612.8339363,46927258.9722911
2014-03-14,Need for Speed,6.6e+07,43568507,150601112,236.293,70509807.7386973,46545561.3944256
2014-10-24,John Wick,3e+07,43037835,33197166,237.433,31896029.6167761,45757868.6600641
2014-05-30,A Million Ways to Die in The West,4e+07,42720965,44057592,237.9,42444556.5363598,45331810.3557587
2014-10-17,Birdman or (The Unexpected Virtue of …,1.8e+07,42340598,60874496,237.433,19137617.7700657,45016565.5933337
2014-09-12,Dolphin Tale 2,3.6e+07,42024533,15800000,238.031,38179077.5151136,44568275.0817625
2014-08-15,The Expendables 3,1e+08,39322544,170138834,237.852,106132805.273868,41734119.052251
2014-07-02,Earth to Echo,1.3e+07,38934842,3239703,238.25,13774216.1594963,41253609.9879874
2014-07-18,Sex Tape,4e+07,38543473,87526036,238.25,42382203.567681,40838932.9722854
2014-12-03,Wild,1.5e+07,37880356,14580187,234.812,16126028.4823604,40723979.9851967
2014-05-16,Million Dollar Arm,2.5e+07,36447959,2769953,237.9,26527847.8352249,38675436.4102606
2014-11-07,The Theory of Everything,1.5e+07,35893537,87434155,236.151,16034592.2735877,38369215.4034622
2014-09-19,This is Where I Leave You,2e+07,34296320,7e+06,238.031,21210598.6195075,36372273.8823094
2014-12-10,The Gambler,2.5e+07,33680992,5037039,234.812,26876714.1372673,36209375.7537434
2014-01-03,Paranormal Activity: The Marked Ones,5e+06,32462372,58442482,233.916,5395932.72798782,35032955.1005831
2014-10-31,Nightcrawler,8500000,32381218,17953200,237.433,9037208.3914199,34427742.9451761
2014-05-09,Chef,0,31424004,15405305,237.9,0,33344447.8594199
2014-02-21,3 Days to Kill,2.8e+07,30697999,8261901,234.781,30105894.4292766,33006811.32443
2014-07-02,Deliver Us from Evil,3e+07,30577122,57379496,238.25,31786652.6757608,32398145.2279454
2014-08-01,Get on Up,3e+07,30569935,2769933,237.852,31839841.5821603,32444729.5858979
2014-08-22,When the Game Stands Tall,1.5e+07,30127963,10949,237.852,15919920.7910802,31975652.3037729
2014-04-11,Draft Day,2.5e+07,28842237,1005243,237.072,26620499.2576095,30711789.9458519
2014-04-11,Oculus,5e+06,27695246,16420250,237.072,5324099.8515219,29490451.0232925
2014-10-17,The Best of Me,2.6e+07,26766213,14293205,237.433,27643225.6678726,28457864.0858979
2014-01-31,That Awkward Moment,8e+06,26068955,2.7e+07,233.916,8633492.36478052,28133265.4937884
2014-09-19,A Walk Among the Tombstones,2.8e+07,26017685,36090902,238.031,29694838.0673106,27592533.6771891
2014-01-10,Her,2.3e+07,25568251,22690780,233.916,24821290.548744,27592912.4736615
2014-07-11,Boyhood,4e+06,25379975,31893074,238.25,4238220.3567681,26891481.6748164
2015-12-18,Star Wars Ep. VII: The Force Awakens,3.06e+08,936662225,1116648995,236.525,326588453.651834,999683227.636719
2015-06-12,Jurassic World,2.15e+08,652270625,996622583,238.638,227433958.548094,689992978.085531
2015-05-01,Avengers: Age of Ultron,330600000,459005868,946051987,237.805,350944401.505435,487252086.003457
2015-06-19,Inside Out,1.75e+08,356461711,500250758,238.638,185120663.934495,377076734.900263
2015-04-03,Furious 7,1.9e+08,353007020,1165715774,236.599,202720256.636757,376640387.83672
2015-07-10,Minions,7.4e+07,336045770,826735851,238.654,78274346.9625483,355456259.409145
2015-11-20,The Hunger Games: Mockingjay - Part 2,1.6e+08,281723902,367262885,237.336,170181683.351872,299651549.267612
2015-10-02,The Martian,1.08e+08,228433663,427952260,237.838,114630176.843061,242457325.801836
2015-03-13,Cinderella,9.5e+07,201151353,333400000,236.119,101566180.612318,215054469.991686
2015-11-06,Spectre,3e+08,200074175,679546748,237.336,319090656.284761,212805999.354607
2015-07-31,Mission: Impossible—Rogue Nation,1.5e+08,195042377,494345986,238.654,158664216.815976,206308306.617543
2015-05-15,Pitch Perfect 2,2.9e+07,184296230,103345386,237.805,30784596.6232838,195637417.23248
2015-12-25,The Revenant,1.35e+08,183637894,349312609,236.525,144083141.316986,195993515.795227
2015-07-17,Ant-Man,1.3e+08,180202163,338657923,238.654,137508987.907179,190610900.406266
2015-03-27,Home,1.3e+08,177397510,208600386,236.119,138985299.785278,189658816.219322
2015-09-25,Hotel Transylvania 2,8e+07,169700110,299800188,237.945,84873058.900166,180037092.892433
2015-02-13,Fifty Shades of Grey,4e+07,166167230,404830871,234.722,43019231.2608107,178709662.383458
2015-02-06,The SpongeBob Movie: Sponge Out of Water,7.4e+07,162994032,148019149,234.722,79585577.8324997,175296948.918499
2015-08-14,Straight Outta Compton,2.8e+07,161197785,40985196,238.316,29659326.27268,170750632.133869
2015-05-29,San Andreas,1.1e+08,155190832,302008448,237.805,116769159.605559,164740936.646614
2015-05-15,Mad Max: Fury Road,1.5e+08,153636354,216461666,237.805,159230672.189399,163090799.467656
2015-12-25,Daddy’s Home,5e+07,150357137,92400000,236.525,53364126.4136984,160473545.321395
2015-03-20,The Divergent Series: Insurgent,1.1e+08,130179072,164896810,236.119,117602945.972158,139176748.828379
2015-11-06,The Peanuts Movie,9.9e+07,130178411,119913199,237.336,105299916.573971,138462382.000324
2015-02-13,Kingsman: The Secret Service,9.4e+07,128261724,276300000,234.722,101095193.462905,137943019.166657
2015-11-25,The Good Dinosaur,187500000,123087120,210683917,237.336,199431660.177976,130919833.003337
2015-06-05,Spy!,6.5e+07,110825712,122295694,238.638,68759103.7470981,117235025.065446
2015-07-17,Trainwreck,3.5e+07,110212700,30911197,238.654,37021650.5903945,116578744.857828
2015-11-25,Creed,3.7e+07,109767581,63800000,237.336,39354514.2751205,116752698.200269
2015-05-22,Tomorrowland,1.7e+08,93436322,113847135,237.805,180461428.481319,99186189.0597674
2015-03-27,Get Hard,4e+07,90411453,16100000,236.119,42764707.6262393,96660483.8402119
2015-07-01,Terminator: Genisys,1.55e+08,89760956,342389938,238.654,163953024.043176,94945678.562622
2015-01-09,Taken 3,4.8e+07,89256424,238400000,233.707,51847278.857715,96410473.0202176
2015-12-18,Sisters,3e+07,87044645,18986015,236.525,32018475.848219,92901228.7883099
2015-12-18,Alvin and the Chipmunks: The Road Chip,9e+07,85886987,163630969,236.525,96055427.544657,91665680.6311933
2015-09-18,Maze Runner: The Scorch Trials,6.1e+07,81697192,2.29e+08,237.945,64715707.4113766,86673632.3574271
2015-06-26,Ted 2,6.8e+07,81476385,135737758,238.638,71932600.843118,86188357.0639001
2015-10-16,Goosebumps,5.8e+07,80069458,78835866,237.838,61560650.5268292,84984964.1691487
2015-07-24,Pixels,9e+07,78765986,165275818,238.654,95198530.0895858,83315623.2028544
2015-01-16,Paddington,5.5e+07,76223578,182565519,233.707,59408340.3577984,82333023.0020581
2015-09-25,The Intern,4e+07,75764672,121468062,237.945,42436529.450083,80379743.365097
2015-10-16,Bridge of Spies,4e+07,72313754,90184584,237.838,42455621.0529856,76753133.4185706
2015-04-17,Paul Blart: Mall Cop 2,3.8e+07,71091594,36559052,236.599,40544051.3273514,75851085.1599796
2015-12-11,The Big Short,2.8e+07,70259870,62902882,236.525,29883910.7916711,74987131.6898002
2015-08-28,War Room,3e+06,67790117,6185122,238.316,3177784.95778714,71807471.3630768
2015-07-01,Magic Mike XXL,14500000,66013057,57696403,238.654,15337540.9588777,69826066.5902227
2015-09-11,The Visit,5e+06,65206105,33471711,237.945,5304566.18126038,69178019.8789426
2015-01-16,The Wedding Ringer,2.3e+07,64460211,15711385,233.707,24843487.7859884,69626802.8113364
2015-09-18,Black Mass,5.3e+07,62575678,36262194,237.945,56228401.52136,66387365.0576478
2015-07-29,Vacation,3.1e+07,58884188,42743801,238.654,32790604.8086351,62285423.8124314
2015-09-11,The Perfect Guy,1.8e+07,57027435,3250731,237.945,19096438.2525374,60501160.6210049
2015-12-25,Joy,6e+07,56451232,44682827,236.525,64036951.696438,60249413.6131403
2015-08-07,Fantastic Four,1.2e+08,56117548,111860048,238.316,127111398.311486,59443166.6340993
2015-12-25,The Hateful Eight,6.2e+07,54117416,93747470,236.525,66171516.752986,57758572.572134
2015-02-27,Focus,6.5e+07,53862963,105200000,234.722,69906250.7988173,57928581.5422372
2015-07-24,Southpaw,3e+07,52421953,41785908,238.654,31732843.3631953,55449920.7780595
2015-06-05,Insidious Chapter 3,1e+07,52218558,68459886,238.638,10578323.6533997,55238480.7237825
2015-01-09,Selma,2e+07,52076908,14699668,233.707,21603032.8573813,56250957.731741
2015-02-06,Jupiter Ascending,1.79e+08,47482519,134500000,234.722,192511059.892128,51066536.6426709
2015-05-22,Poltergeist,3.5e+07,47425125,48400000,237.805,37153823.5108597,50343563.5494418
2015-09-18,Sicario,3e+07,46889293,37509724,237.945,31827397.0875623,49745471.5822018
2015-08-14,The Man From U.N.C.L.E.,7.5e+07,45445109,6e+07,238.316,79444623.9446785,48138261.2617323
2015-11-06,Spotlight,2e+07,45055776,47032684,237.336,21272710.4189841,47922923.7775306
2015-02-20,"McFarland, USA",1.7e+07,44480275,1227649,234.722,18283173.2858445,47837680.9192364
2015-08-07,The Gift,5e+06,43787265,15191388,238.316,5296308.26297857,46382170.6865464
2015-09-18,Everest,6.5e+07,43482270,178353226,237.945,68959360.3563849,46130915.7852865
2015-11-20,The Night Before,2.5e+07,43035725,9391621,237.336,26590888.0237301,45774325.7798016
2015-12-04,Krampus,1.5e+07,42725475,19062918,236.525,16009237.9241095,45600152.9797062
2015-06-26,Max,2e+07,42656255,1001902,238.638,21156647.3067994,45123167.123195
2015-04-24,The Age of Adaline,3e+07,42629776,26427639,236.599,32008461.5742247,45483784.9004603
2015-11-04,Brooklyn,1.1e+07,38322743,23753398,237.336,11699990.7304412,40761430.7150074
2015-04-10,The Longest Ride,3.4e+07,37446117,26356811,236.599,36276256.450788,39953086.5699475
2015-01-23,The Boy Next Door,4e+06,36006065,17395873,233.707,4320606.57147625,38892010.2630002
2015-10-09,Pan,1.5e+08,35088320,116455315,237.838,159208578.948696,37242410.4326474
2015-05-08,Hot Pursuit,3.5e+07,34580201,11100000,237.805,37153823.5108597,36708190.9978302
2015-12-25,Concussion,3.5e+07,34531832,15831958,236.525,37354888.4895888,36855220.9628919
2015-02-20,The DUFF,8500000,34030343,9498291,234.722,9141586.64292226,36598979.8850427
2015-04-01,Woman in Gold,1.1e+07,33307793,23793781,236.599,11736435.9105491,35537707.0787577
2015-03-06,The Second Best Exotic Marigold Hotel,1e+07,33078266,57306040,236.119,10691176.9065598,35364559.3568243
2015-04-17,Unfriended,1e+06,32789645,31574553,236.599,1066948.71914082,34984869.7338324
2015-06-03,Entourage,3e+07,32363404,14021823,238.638,31734970.9601991,34235056.2037731
2015-07-24,Paper Towns,1.2e+07,32000304,53511996,238.654,12693137.3452781,33848687.8135544
2015-03-06,Chappie,4.9e+07,31569268,73432788,236.119,52386766.8421432,33751262.8998598
2015-10-16,Crimson Peak,5.5e+07,31090320,44376275,237.838,58376478.9478553,32998971.1084015
2015-09-02,A Walk in the Woods,0,29499394,5729730,237.945,0,31296297.556015
2015-12-25,Point Break,1e+08,28782481,97920367,236.525,106728252.827397,30719039.0916774
2015-08-21,Sinister 2,1e+07,27740955,26363270,238.316,10592616.5259571,29384929.8378833
2015-10-23,The Last Witch Hunter,8e+07,27367660,104203523,237.838,84911242.1059713,29047775.0516738
2015-08-26,No Escape,5e+06,27288872,15555644,238.316,5296308.26297857,28906055.6521929
2015-08-07,Ricki and the Flash,1.8e+07,26839498,14326535,238.316,19066709.7467228,28430051.0063193
2015-01-02,The Woman in Black 2: Angel of Death,0,26501323,16559139,233.707,0,28625447.5766537
2015-03-13,Run All Night,5e+07,26461644,40500000,236.119,53455884.5327991,28290611.7242407
2015-11-13,Love the Coopers,1.8e+07,26302731,15924759,237.336,19145439.3770856,27976518.9895717
2015-02-27,The Lazarus Effect,5e+06,25801570,12557740,234.722,5377403.90760133,27749092.6680499
2015-04-10,Ex Machina,1.3e+07,25440971,12917421,236.599,13870333.3488307,27144211.4221489
2015-12-11,In the Heart of the Sea,1e+08,25020758,64672551,236.525,106728252.827397,26704217.8575711
2015-07-10,The Gallows,1e+05,22764410,18989471,238.654,105776.144543984,24079315.2261852
2015-08-21,Hitman: Agent 47,3.5e+07,22467450,59716848,238.316,37074157.84085,23798908.2166116
2015-01-30,Project Almanac,1.2e+07,22348241,10561196,233.707,12961819.7144288,24139489.2313837
2015-01-30,Black or White,9e+06,21571189,399832,233.707,9721364.78582156,23300155.2369891
2016-12-16,Rogue One: A Star Wars Story,2e+08,532177324,516998253,241.432,209118095.364326,556439541.95482
2016-06-17,Finding Dory,2e+08,486295561,535055322,241.038,209459919.182867,509297144.530236
2016-05-06,Captain America: Civil War,2.5e+08,408084349,733962786,240.236,262698971.011838,428813354.273344
2016-07-08,The Secret Life of Pets,7.5e+07,368384330,518383092,240.647,78675092.5629657,386435616.819948
2016-04-15,The Jungle Book,1.75e+08,364001123,599818419,239.261,184638637.304032,384049550.444899
2016-02-12,Deadpool,5.8e+07,363070709,437958540,237.111,61749400.0700094,386541352.823155
2016-03-04,Zootopia,1.5e+08,341268248,678438346,238.132,159012018.544337,361771686.530462
2016-03-25,Batman v Superman: Dawn of Justice,2.5e+08,330360194,537462569,238.132,265020030.907228,350208275.297591
2016-08-05,Suicide Squad,1.75e+08,325100054,4.21e+08,240.853,183418205.295346,340738676.834858
2016-12-21,Sing,7.5e+07,270329045,364218900,241.432,78419285.7616223,282653475.060286
2016-11-23,Moana,1.5e+08,248757044,388762444,241.353,156889908.142845,260183131.886971
2016-11-18,Fantastic Beasts and Where to Find Them,1.8e+08,234037575,568404623,241.353,188267889.771414,244787557.624828
2016-11-04,Doctor Strange,1.65e+08,232641920,443844537,241.353,172578898.957129,243327796.393167
2016-12-25,Hidden Figures,2.5e+07,169607287,62164429,241.432,26139761.9205408,177339764.086753
2016-07-29,Jason Bourne,1.2e+08,162192920,254004139,240.647,125880148.100745,170140573.254102
2016-07-22,Star Trek Beyond,1.85e+08,158848340,176980060,240.647,194065228.321982,166632104.706313
2016-05-27,X-Men: Apocalypse,1.78e+08,155442489,387266290,240.236,187041667.360429,163338327.647276
2016-11-04,Trolls,1.25e+08,153707064,190820361,241.353,130741590.119037,160767247.679109
2016-12-09,La La Land,2e+07,151101803,277079213,241.432,20911809.5364326,157990606.247378
2016-01-29,Kung Fu Panda 3,1.4e+08,143528619,374754660,236.916,149172955.815563,152932773.859684
2016-07-15,Ghostbusters,1.44e+08,128350574,100683476,240.647,151056177.720894,134639910.532797
2016-06-17,Central Intelligence,5e+07,127440871,89755940,241.038,52364979.7957169,133468772.701271
2016-07-01,The Legend of Tarzan,1.8e+08,126643061,222490017,240.647,188820222.151118,132848727.288431
2016-09-09,Sully,6e+07,125070033,113482049,241.428,62736468.0153089,130774202.082969
2016-07-29,Bad Moms,2e+07,113257297,67741780,240.647,20980024.6834575,118807044.332084
2016-05-20,The Angry Birds Movie,7.3e+07,107509366,245320162,240.236,76708099.5354568,112970399.28934
2016-06-24,Independence Day: Resurgence,1.65e+08,103144286,281260687,241.038,172804433.325866,108022969.048673
2016-06-10,The Conjuring 2: The Enfield Poltergeist,4e+07,102470008,208800000,241.038,41891983.8365735,107316797.971739
2016-11-11,Arrival,4.7e+07,100546139,102616072,241.353,49158837.884758,105164496.745518
2016-12-21,Passengers,1.1e+08,100014699,202224973,241.432,115014952.450379,104574416.816582
2016-08-12,Sausage Party,1.9e+07,97670358,43684036,240.853,19913976.5749233,102368695.856651
2016-09-23,The Magnificent Seven,9e+07,93432655,69093583,241.428,94104702.0229634,97693912.8665482
2016-01-15,Ride Along 2,4e+07,90862685,33964631,236.916,42620844.5187324,96816109.2484889
2016-08-26,Don’t Breathe,1e+07,89217875,69829774,240.853,10481040.3025912,93509614.3586544
2016-09-30,Miss Peregrine’s Home for Peculiar …,1.1e+08,87242834,209400000,241.428,115016858.028066,91221787.7467651
2016-10-14,The Accountant,4e+07,86260045,66795246,241.729,41772232.5413997,90081866.46929
2016-06-03,Teenage Mutant Ninja Turtles: Out of …,1.35e+08,82051601,163572247,241.038,141385445.448436,85932608.5714244
2016-07-01,The Purge: Election Year,1e+07,79042440,39514684,240.647,10490012.3417288,82915617.1120355
2016-05-27,Alice Through the Looking Glass,1.7e+08,77042381,199891706,240.236,178635300.28805,80955816.852008
2016-08-12,Pete’s Dragon,6.5e+07,76233151,61535824,240.853,68126761.9668429,79900272.8024521
2016-10-07,The Girl on the Train,4.5e+07,75395035,98753100,241.729,46993761.6090746,78735473.3621742
