movie,distributor,gross,percent_change,theaters,per_theater,total_gross,days,date,lc_movie
The Blair Witch Project,Artisan,519500,14,31,16758,4005500,11,1999-07-24,the blair witch project
The Haunting,Dreamworks SKG,9287000,-23,2808,3307,33435100,3,1999-07-25,the haunting
Lake Placid,20th Century Fox,1641000,-27,2101,781,21370207,10,1999-07-25,lake placid
The Blair Witch Project,Artisan,650000,25,31,20968,5039324,12,1999-07-25,the blair witch project
The Haunting,Dreamworks SKG,4530644,-51,2808,1613,38265784,4,1999-07-26,the haunting
Lake Placid,20th Century Fox,718006,-56,2101,342,22088213,11,1999-07-26,lake placid
The Blair Witch Project,Artisan,491571,-24,31,15857,5530895,13,1999-07-26,the blair witch project
The Haunting,Dreamworks SKG,4218064,-7,2808,1502,42483848,5,1999-07-27,the haunting
Lake Placid,20th Century Fox,768558,7,2101,366,22856771,12,1999-07-27,lake placid
The Blair Witch Project,Artisan,427423,-13,31,13788,5958318,14,1999-07-27,the blair witch project
The Haunting,Dreamworks SKG,3328149,-21,2808,1185,45811997,6,1999-07-28,the haunting
Lake Placid,20th Century Fox,541054,-30,2101,258,23397825,13,1999-07-28,lake placid
The Blair Witch Project,Artisan,436119,2,31,14068,6394437,15,1999-07-28,the blair witch project
The Haunting,Dreamworks SKG,3197709,-4,2808,1139,49009706,7,1999-07-29,the haunting
Lake Placid,20th Century Fox,529484,-2,2101,252,23927309,14,1999-07-29,lake placid
The Blair Witch Project,Artisan,408997,-6,31,13193,6803434,16,1999-07-29,the blair witch project
The Blair Witch Project,Artisan,8234000,1913,1101,7479,15037000,17,1999-07-30,the blair witch project
The Haunting,Dreamworks SKG,4650000,45,2864,1624,53660000,8,1999-07-30,the haunting
Lake Placid,20th Century Fox,710000,34,1796,395,24637000,15,1999-07-30,lake placid
The Blair Witch Project,Artisan,10170000,24,1101,9237,25207000,18,1999-07-31,the blair witch project
The Haunting,Dreamworks SKG,5735000,23,2864,2002,59395000,9,1999-07-31,the haunting
Lake Placid,20th Century Fox,1020000,44,1796,568,25657000,16,1999-07-31,lake placid
The Blair Witch Project,Artisan,9400000,-8,1101,8538,36140299,19,1999-08-01,the blair witch project
The Haunting,Dreamworks SKG,4300000,-25,2864,1501,63966505,10,1999-08-01,the haunting
The Blair Witch Project,Artisan,5433192,-42,1101,4935,41573491,20,1999-08-02,the blair witch project
The Haunting,Dreamworks SKG,1910674,-56,2864,667,65877179,11,1999-08-02,the haunting
Lake Placid,20th Century Fox,338909,,1798,188,26945297,18,1999-08-02,lake placid
The Blair Witch Project,Artisan,4896368,-10,1101,4447,46469859,21,1999-08-03,the blair witch project
The Haunting,Dreamworks SKG,1815883,-5,2864,634,67693062,12,1999-08-03,the haunting
Lake Placid,20th Century Fox,349644,3,1798,194,27294941,19,1999-08-03,lake placid
The Blair Witch Project,Artisan,4440653,-9,1101,4033,50910512,22,1999-08-04,the blair witch project
The Haunting,Dreamworks SKG,1633405,-10,2864,570,69326467,13,1999-08-04,the haunting
Lake Placid,20th Century Fox,300047,-14,1798,167,27594988,20,1999-08-04,lake placid
The Blair Witch Project,Artisan,4110697,-7,1101,3734,55021209,23,1999-08-05,the blair witch project
The Haunting,Dreamworks SKG,1574602,-4,2864,550,70901069,14,1999-08-05,the haunting
Lake Placid,20th Century Fox,287629,-4,1798,160,27882617,21,1999-08-05,lake placid
The Blair Witch Project,Artisan,7805000,90,2142,3644,63507000,24,1999-08-06,the blair witch project
The Haunting,Dreamworks SKG,2080000,32,2881,722,72981000,15,1999-08-06,the haunting
The Blair Witch Project,Artisan,8775000,12,2142,4097,72282000,25,1999-08-07,the blair witch project
The Haunting,Dreamworks SKG,2560000,23,2881,889,75541000,16,1999-08-07,the haunting
The Blair Witch Project,Artisan,7757000,-12,2142,3621,80049728,26,1999-08-08,the blair witch project
The Haunting,Dreamworks SKG,1911000,-25,2881,663,77340946,17,1999-08-08,the haunting
Lake Placid,20th Century Fox,267000,,815,328,28749158,24,1999-08-08,lake placid
The Blair Witch Project,Artisan,3443381,-56,2142,1608,83491109,27,1999-08-09,the blair witch project
The Haunting,Dreamworks SKG,780175,-59,2881,271,78121121,18,1999-08-09,the haunting
Lake Placid,20th Century Fox,107220,-60,815,132,28856378,25,1999-08-09,lake placid
The Blair Witch Project,Artisan,3404412,-1,2142,1589,86895721,28,1999-08-10,the blair witch project
The Haunting,Dreamworks SKG,849842,9,2881,295,78970963,19,1999-08-10,the haunting
Lake Placid,20th Century Fox,106815,,815,131,28963193,26,1999-08-10,lake placid
The Blair Witch Project,Artisan,2859325,-16,2142,1335,89755046,29,1999-08-11,the blair witch project
The Haunting,Dreamworks SKG,699437,-18,2881,243,79670400,20,1999-08-11,the haunting
Lake Placid,20th Century Fox,93340,-13,815,115,29056533,27,1999-08-11,lake placid
The Blair Witch Project,Artisan,2659180,-7,2142,1241,92414226,30,1999-08-12,the blair witch project
The Haunting,Dreamworks SKG,661053,-5,2881,229,80331453,21,1999-08-12,the haunting
Lake Placid,20th Century Fox,98351,5,815,121,29154884,28,1999-08-12,lake placid
The Blair Witch Project,Artisan,5065000,90,2412,2100,97445000,31,1999-08-13,the blair witch project
The Haunting,Dreamworks SKG,1010000,53,2239,451,81341000,22,1999-08-13,the haunting
The Blair Witch Project,Artisan,5380000,6,2412,2231,102825000,32,1999-08-14,the blair witch project
The Haunting,Dreamworks SKG,1280000,27,2239,572,82621000,23,1999-08-14,the haunting
The Blair Witch Project,Artisan,4006000,-26,2412,1661,107279782,33,1999-08-15,the blair witch project
The Haunting,Dreamworks SKG,919000,-28,2239,410,83636589,24,1999-08-15,the haunting
The Blair Witch Project,Artisan,1616086,-60,2412,670,108895868,34,1999-08-16,the blair witch project
The Haunting,Dreamworks SKG,367764,-60,2239,164,84004353,25,1999-08-16,the haunting
The Blair Witch Project,Artisan,1711073,6,2412,709,110606941,35,1999-08-17,the blair witch project
The Haunting,Dreamworks SKG,392754,7,2239,175,84397107,26,1999-08-17,the haunting
The Blair Witch Project,Artisan,1377799,-19,2412,571,111984740,36,1999-08-18,the blair witch project
The Haunting,Dreamworks SKG,342706,-13,2239,153,84739813,27,1999-08-18,the haunting
The Blair Witch Project,Artisan,1253231,-9,2412,520,113237971,37,1999-08-19,the blair witch project
The Haunting,Dreamworks SKG,337479,-2,2239,151,85077292,28,1999-08-19,the haunting
The Blair Witch Project,Artisan,2582000,106,2538,1017,115820000,38,1999-08-20,the blair witch project
The Blair Witch Project,Artisan,2843000,10,2538,1120,118663000,39,1999-08-21,the blair witch project
The Blair Witch Project,Artisan,1983000,-30,2538,781,120645836,40,1999-08-22,the blair witch project
The Haunting,Dreamworks SKG,467000,,1587,294,86750650,31,1999-08-22,the haunting
The Blair Witch Project,Artisan,783994,-60,2538,309,121429830,41,1999-08-23,the blair witch project
The Haunting,Dreamworks SKG,174086,-63,1587,110,86924736,32,1999-08-23,the haunting
The Blair Witch Project,Artisan,870053,11,2538,343,122299883,42,1999-08-24,the blair witch project
The Haunting,Dreamworks SKG,182403,5,1587,115,87107139,33,1999-08-24,the haunting
The Blair Witch Project,Artisan,704779,-19,2538,278,123004662,43,1999-08-25,the blair witch project
The Haunting,Dreamworks SKG,159176,-13,1587,100,87266315,34,1999-08-25,the haunting
The Blair Witch Project,Artisan,657337,-7,2538,259,123661999,44,1999-08-26,the blair witch project
The Haunting,Dreamworks SKG,151302,-5,1587,95,87417617,35,1999-08-26,the haunting
The Blair Witch Project,Artisan,1257000,91,2618,480,124919000,45,1999-08-27,the blair witch project
The Blair Witch Project,Artisan,1657000,32,2618,633,126576000,46,1999-08-28,the blair witch project
The Blair Witch Project,Artisan,1182000,-29,2352,503,128076668,47,1999-08-29,the blair witch project
The Blair Witch Project,Artisan,409125,-65,2352,174,128485793,48,1999-08-30,the blair witch project
The Blair Witch Project,Artisan,446131,9,2352,190,128931924,49,1999-08-31,the blair witch project
The Blair Witch Project,Artisan,348183,-22,2352,148,129280107,50,1999-09-01,the blair witch project
The Blair Witch Project,Artisan,338949,-3,2352,144,129619056,51,1999-09-02,the blair witch project
The Blair Witch Project,Artisan,734000,117,2301,319,130353000,52,1999-09-03,the blair witch project
The Blair Witch Project,Artisan,1147000,56,2301,498,131500000,53,1999-09-04,the blair witch project
The Blair Witch Project,Artisan,1167000,2,2297,508,132667000,54,1999-09-05,the blair witch project
The Blair Witch Project,Artisan,726577,-38,2297,316,133839255,55,1999-09-06,the blair witch project
The Blair Witch Project,Artisan,291113,-60,2297,127,134130368,56,1999-09-07,the blair witch project
The Blair Witch Project,Artisan,212084,-27,2297,92,134342452,57,1999-09-08,the blair witch project
The Blair Witch Project,Artisan,199739,-6,2297,87,134542191,58,1999-09-09,the blair witch project
The Haunting,Dreamworks SKG,36915,,622,59,89173507,49,1999-09-09,the haunting
Stigmata,MGM,6580000,,2899,2270,6580000,1,1999-09-10,stigmata
The Blair Witch Project,Artisan,450000,125,2297,196,134992000,59,1999-09-10,the blair witch project
Stigmata,MGM,6805000,3,2899,2347,13353000,2,1999-09-11,stigmata
The Blair Witch Project,Artisan,638000,42,1933,330,135586000,60,1999-09-11,the blair witch project
