movie,distributor,gross,percent_change,theaters,per_theater,total_gross,days,date,lc_movie
The Watcher,Universal,34995,,879,40,28673955,41,2000-10-18,the watcher
The Cell,New Line,21857,-12,395,55,60514568,62,2000-10-18,the cell
Lost Souls,New Line,386987,-3,1970,196,9732932,7,2000-10-19,lost souls
Urban Legends: Final Cut,Sony Pictures,78218,1,2221,35,20482761,28,2000-10-19,urban legends: final cut
What Lies Beneath,Dreamworks SKG,48326,10,1027,47,153295378,91,2000-10-19,what lies beneath
The Watcher,Universal,30765,-12,879,35,28704720,42,2000-10-19,the watcher
The Cell,New Line,22322,2,395,57,60536890,63,2000-10-19,the cell
Lost Souls,New Line,970000,151,1970,492,10703000,8,2000-10-20,lost souls
Lost Souls,New Line,1473000,52,1970,748,12176000,9,2000-10-21,lost souls
Lost Souls,New Line,854000,-42,1970,434,12878237,10,2000-10-22,lost souls
Urban Legends: Final Cut,Sony Pictures,120000,,1081,111,21007274,31,2000-10-22,urban legends: final cut
What Lies Beneath,Dreamworks SKG,73000,,697,105,153643849,94,2000-10-22,what lies beneath
Lost Souls,New Line,241164,-72,1970,122,13119401,11,2000-10-23,lost souls
Urban Legends: Final Cut,Sony Pictures,31602,-74,1081,29,21038876,32,2000-10-23,urban legends: final cut
What Lies Beneath,Dreamworks SKG,21520,-71,697,31,153665369,95,2000-10-23,what lies beneath
Lost Souls,New Line,253583,5,1970,129,13372984,12,2000-10-24,lost souls
Urban Legends: Final Cut,Sony Pictures,32837,4,1081,30,21071713,33,2000-10-24,urban legends: final cut
What Lies Beneath,Dreamworks SKG,23105,7,697,33,153688474,96,2000-10-24,what lies beneath
Lost Souls,New Line,212349,-16,1970,108,13585333,13,2000-10-25,lost souls
Urban Legends: Final Cut,Sony Pictures,27627,-16,1081,26,21099340,34,2000-10-25,urban legends: final cut
What Lies Beneath,Dreamworks SKG,24609,7,697,35,153713083,97,2000-10-25,what lies beneath
Lost Souls,New Line,203697,-4,1970,103,13789029,14,2000-10-26,lost souls
Urban Legends: Final Cut,Sony Pictures,32111,16,1081,30,21131451,35,2000-10-26,urban legends: final cut
What Lies Beneath,Dreamworks SKG,26489,8,697,38,153739572,98,2000-10-26,what lies beneath
Book of Shadows: Blair Witch 2,Artisan,4058902,,3317,1224,8358323,2,2000-10-28,book of shadows: blair witch 2
Book of Shadows: Blair Witch 2,Artisan,3155000,-22,3317,951,13224000,3,2000-10-29,book of shadows: blair witch 2
Book of Shadows: Blair Witch 2,Artisan,847418,-73,3317,255,14071305,4,2000-10-30,book of shadows: blair witch 2
Lost Souls,New Line,130058,,1708,76,15288227,18,2000-10-30,lost souls
Book of Shadows: Blair Witch 2,Artisan,1303622,54,3317,393,15374927,5,2000-10-31,book of shadows: blair witch 2
Lost Souls,New Line,199057,53,1708,117,15487284,19,2000-10-31,lost souls
Book of Shadows: Blair Witch 2,Artisan,703500,-46,3317,212,16078427,6,2000-11-01,book of shadows: blair witch 2
Lost Souls,New Line,126952,-36,1708,74,15614236,20,2000-11-01,lost souls
Book of Shadows: Blair Witch 2,Artisan,654937,-7,3317,197,16788138,7,2000-11-02,book of shadows: blair witch 2
Lost Souls,New Line,133531,5,1708,78,15747767,21,2000-11-02,lost souls
Book of Shadows: Blair Witch 2,Artisan,1427000,118,3320,430,18215000,8,2000-11-03,book of shadows: blair witch 2
Book of Shadows: Blair Witch 2,Artisan,1774000,24,3320,534,19989000,9,2000-11-04,book of shadows: blair witch 2
Book of Shadows: Blair Witch 2,Artisan,1182000,-33,3320,356,21799939,10,2000-11-05,book of shadows: blair witch 2
Lost Souls,New Line,159000,,947,168,16358063,24,2000-11-05,lost souls
Book of Shadows: Blair Witch 2,Artisan,362502,-69,3320,109,22162441,11,2000-11-06,book of shadows: blair witch 2
Lost Souls,New Line,51220,-68,947,54,16409283,25,2000-11-06,lost souls
Book of Shadows: Blair Witch 2,Artisan,392951,8,3320,118,22555392,12,2000-11-07,book of shadows: blair witch 2
Lost Souls,New Line,51683,1,947,55,16460966,26,2000-11-07,lost souls
Book of Shadows: Blair Witch 2,Artisan,282189,-28,3320,85,22837581,13,2000-11-08,book of shadows: blair witch 2
Lost Souls,New Line,42768,-17,947,45,16503734,27,2000-11-08,lost souls
Book of Shadows: Blair Witch 2,Artisan,306812,9,3320,92,23144393,14,2000-11-09,book of shadows: blair witch 2
Book of Shadows: Blair Witch 2,Artisan,456000,,2411,189,25079077,17,2000-11-12,book of shadows: blair witch 2
Book of Shadows: Blair Witch 2,Artisan,110729,-76,2411,46,25189806,18,2000-11-13,book of shadows: blair witch 2
Book of Shadows: Blair Witch 2,Artisan,128820,16,2411,53,25318626,19,2000-11-14,book of shadows: blair witch 2
Book of Shadows: Blair Witch 2,Artisan,107396,-17,2411,45,25426022,20,2000-11-15,book of shadows: blair witch 2
Book of Shadows: Blair Witch 2,Artisan,114425,7,2411,47,25572958,21,2000-11-16,book of shadows: blair witch 2
Book of Shadows: Blair Witch 2,Artisan,89000,,642,139,25933572,24,2000-11-19,book of shadows: blair witch 2
Book of Shadows: Blair Witch 2,Artisan,22349,-75,642,35,25955921,25,2000-11-20,book of shadows: blair witch 2
Book of Shadows: Blair Witch 2,Artisan,27572,23,642,43,25983493,26,2000-11-21,book of shadows: blair witch 2
Dracula 2000,Miramax,2721000,,2204,1235,2721000,1,2000-12-22,dracula 2000
Dracula 2000,Miramax,2510000,-8,2204,1139,5231000,2,2000-12-23,dracula 2000
Dracula 2000,Miramax,1304000,-48,2204,592,6535000,3,2000-12-24,dracula 2000
Dracula 2000,Miramax,2410956,85,2204,1094,8636567,4,2000-12-25,dracula 2000
Dracula 2000,Miramax,2188360,-9,2204,993,10824927,5,2000-12-26,dracula 2000
Dracula 2000,Miramax,1714806,-22,2204,778,12539733,6,2000-12-27,dracula 2000
Dracula 2000,Miramax,1626310,-5,2204,738,14166043,7,2000-12-28,dracula 2000
Dracula 2000,Miramax,2250000,38,2204,1021,16416000,8,2000-12-29,dracula 2000
Dracula 2000,Miramax,2222000,-1,2204,1008,18638000,9,2000-12-30,dracula 2000
Dracula 2000,Miramax,955350,-57,2204,433,19593350,10,2000-12-31,dracula 2000
Dracula 2000,Miramax,1976217,107,2204,897,21569567,11,2001-01-01,dracula 2000
Dracula 2000,Miramax,988904,-50,2204,449,22558971,12,2001-01-02,dracula 2000
Dracula 2000,Miramax,678130,-31,2204,308,23235501,13,2001-01-03,dracula 2000
Dracula 2000,Miramax,656520,-3,2204,298,23893021,14,2001-01-04,dracula 2000
Dracula 2000,Miramax,1312000,100,2204,595,25205000,15,2001-01-05,dracula 2000
Dracula 2000,Miramax,1920000,46,2204,871,27125000,16,2001-01-06,dracula 2000
Dracula 2000,Miramax,1153000,-40,2204,523,28136273,17,2001-01-07,dracula 2000
Dracula 2000,Miramax,349430,-70,2204,159,28485703,18,2001-01-08,dracula 2000
Dracula 2000,Miramax,354878,2,2204,161,28840581,19,2001-01-09,dracula 2000
Dracula 2000,Miramax,291975,-18,2204,132,29132556,20,2001-01-10,dracula 2000
Dracula 2000,Miramax,242881,-17,2204,110,29363314,21,2001-01-11,dracula 2000
Dracula 2000,Miramax,246040,,1604,153,31239719,25,2001-01-15,dracula 2000
Dracula 2000,Miramax,132457,-46,1604,83,31372176,26,2001-01-16,dracula 2000
Dracula 2000,Miramax,113310,-14,1604,71,31485486,27,2001-01-17,dracula 2000
Dracula 2000,Miramax,117637,4,1604,73,31603123,28,2001-01-18,dracula 2000
The Gift,Paramount Vantage,879000,,805,1092,3512376,34,2001-01-21,the gift
Dracula 2000,Miramax,151000,,817,185,32211990,31,2001-01-21,dracula 2000
The Gift,Paramount Vantage,260557,-70,805,324,3772933,35,2001-01-22,the gift
Dracula 2000,Miramax,49771,-67,817,61,32261761,32,2001-01-22,dracula 2000
The Gift,Paramount Vantage,272368,5,805,338,4045301,36,2001-01-23,the gift
Dracula 2000,Miramax,48649,-2,817,60,32310410,33,2001-01-23,dracula 2000
The Gift,Paramount Vantage,228116,-16,805,283,4273417,37,2001-01-24,the gift
Dracula 2000,Miramax,44080,-9,817,54,32354490,34,2001-01-24,dracula 2000
The Gift,Paramount Vantage,241868,6,805,300,4515285,38,2001-01-25,the gift
Dracula 2000,Miramax,47604,8,817,58,32402094,35,2001-01-25,dracula 2000
Shadow of the Vampire,Lionsgate,434000,,513,846,2462451,31,2001-01-28,shadow of the vampire
The Gift,Paramount Vantage,419000,,806,520,6621269,41,2001-01-28,the gift
The Gift,Paramount Vantage,186826,-55,806,232,6808095,42,2001-01-29,the gift
Shadow of the Vampire,Lionsgate,176460,-59,513,344,2638911,32,2001-01-29,shadow of the vampire
The Gift,Paramount Vantage,202947,9,806,252,7011042,43,2001-01-30,the gift
Shadow of the Vampire,Lionsgate,161774,-8,513,315,2800685,33,2001-01-30,shadow of the vampire
Valentine,Warner Bros.,3610000,,2310,1563,3610000,1,2001-02-02,valentine
Valentine,Warner Bros.,4120000,14,2310,1784,7730000,2,2001-02-03,valentine
Valentine,Warner Bros.,2424000,-41,2310,1049,10024648,3,2001-02-04,valentine
The Gift,Paramount Vantage,448000,,777,577,9013599,48,2001-02-04,the gift
Valentine,Warner Bros.,537574,-78,2310,233,10562222,4,2001-02-05,valentine
The Gift,Paramount Vantage,109527,-76,777,141,9123126,49,2001-02-05,the gift
Shadow of the Vampire,Lionsgate,85672,,513,167,4533292,39,2001-02-05,shadow of the vampire
Valentine,Warner Bros.,602451,12,2310,261,11164673,5,2001-02-06,valentine
The Gift,Paramount Vantage,145398,33,777,187,9268524,50,2001-02-06,the gift
Shadow of the Vampire,Lionsgate,99231,16,513,193,4632523,40,2001-02-06,shadow of the vampire
Valentine,Warner Bros.,443300,-26,2310,192,11607973,6,2001-02-07,valentine
The Gift,Paramount Vantage,121376,-17,777,156,9389900,51,2001-02-07,the gift
Shadow of the Vampire,Lionsgate,86239,-13,513,168,4718762,41,2001-02-07,shadow of the vampire
Valentine,Warner Bros.,419729,-5,2310,182,12027702,7,2001-02-08,valentine
The Gift,Paramount Vantage,110295,-9,777,142,9500195,52,2001-02-08,the gift
Shadow of the Vampire,Lionsgate,83506,-3,513,163,4802268,42,2001-02-08,shadow of the vampire
Valentine,Warner Bros.,1145000,173,2310,496,13173000,8,2001-02-09,valentine
Valentine,Warner Bros.,1599000,40,2310,692,14772000,9,2001-02-10,valentine
Valentine,Warner Bros.,987000,-38,2310,427,15854156,10,2001-02-11,valentine
Valentine,Warner Bros.,241595,-76,2310,105,16095751,11,2001-02-12,valentine
Valentine,Warner Bros.,231386,-4,2310,100,16327137,12,2001-02-13,valentine
The Gift,Paramount Vantage,68584,,807,85,10553005,57,2001-02-13,the gift
Shadow of the Vampire,Lionsgate,51022,,408,125,5722644,47,2001-02-13,shadow of the vampire
Valentine,Warner Bros.,887374,284,2310,384,17214511,13,2001-02-14,valentine
The Gift,Paramount Vantage,102653,50,807,127,10655658,58,2001-02-14,the gift
Valentine,Warner Bros.,238702,-73,2310,103,17453213,14,2001-02-15,valentine
Valentine,Warner Bros.,186366,,1605,116,19028907,18,2001-02-19,valentine
Valentine,Warner Bros.,94136,-49,1605,59,19123043,19,2001-02-20,valentine
Valentine,Warner Bros.,76050,-19,1605,47,19199093,20,2001-02-21,valentine
Valentine,Warner Bros.,77725,2,1605,48,19276818,21,2001-02-22,valentine
Shadow of the Vampire,Lionsgate,49870,,318,157,6673529,56,2001-02-22,shadow of the vampire
Shadow of the Vampire,Lionsgate,45377,,297,153,7205394,63,2001-03-01,shadow of the vampire
Shadow of the Vampire,Lionsgate,34680,,278,125,7658220,70,2001-03-08,shadow of the vampire
Driven,Warner Bros.,4529000,,2905,1559,4529000,1,2001-04-27,driven
The Forsaken,Sony Pictures,1015500,,1514,671,1015500,1,2001-04-27,the forsaken
Driven,Warner Bros.,4677500,3,2905,1610,9206500,2,2001-04-28,driven
The Forsaken,Sony Pictures,1202500,18,1514,794,2218000,2,2001-04-28,the forsaken
Driven,Warner Bros.,2862000,-39,2905,985,12174504,3,2001-04-29,driven
The Forsaken,Sony Pictures,783000,-35,1514,517,3020159,3,2001-04-29,the forsaken
Driven,Warner Bros.,912615,-68,2905,314,13087119,4,2001-04-30,driven
The Forsaken,Sony Pictures,242840,-69,1514,160,3262999,4,2001-04-30,the forsaken
Driven,Warner Bros.,1001802,10,2905,345,14088921,5,2001-05-01,driven
