Released,Title,Genre,ProductionBudget,DomesticBox Office,Infl. Adj. Dom.Box Office,InternationalBox Office,WorldwideBox Office
2009-09-18,Cloudy with a Chance of Meatballs,Adventure,1e+08,124870275,149309059,111957402,236827677
2009-08-21,Inglourious Basterds,Action,7e+07,120774594,144446413,196140670,316915264
2009-07-24,G-Force,Adventure,1.5e+08,119436770,142846380,173381071,292817841
2009-08-14,District 9,Thriller/Suspense,3e+07,115646235,138312897,96807196,212453431
2009-12-25,It’s Complicated,Romantic Comedy,8.5e+07,112735375,131665365,111879369,224614744
2009-10-09,Couples Retreat,Comedy,6e+07,109205660,130568944,63244763,172450423
2009-09-25,Paranormal Activity,Horror,450000,107918810,129067105,86264224,194183034
2009-03-06,Watchmen,Action,1.38e+08,107509799,128581721,79466451,186976250
2009-11-25,The Princess and the Frog,Adventure,1.05e+08,104400899,123767333,166596479,270997378
2009-07-01,Public Enemies,Drama,102500000,97104620,116137120,115178089,212282709
2009-08-07,Julie & Julia,Comedy,4e+07,94125426,112574002,32520693,126646119
2009-02-06,He's Just Not That Into You,Romantic Comedy,4e+07,93953653,112368571,87100004,181053657
2009-02-20,Madea Goes To Jail,Comedy,17500000,90508336,108247969,0,90508336
2009-07-24,The Ugly Truth,Romantic Comedy,3.8e+07,88915214,106342588,116383693,205298907
2009-12-04,Up in the Air,Drama,3e+07,83823381,97920673,83019358,166842739
2009-03-20,Knowing,Thriller/Suspense,5e+07,79957634,95629322,106492683,186450317
2009-04-10,Hannah Montana the Movie,Drama,3e+07,79576189,95173126,89597017,169173206
2009-10-16,Where the Wild Things Are,Adventure,1e+08,77233467,92331789,21890189,99123656
2009-10-02,Zombieland,Comedy,23600000,75590286,90405975,26646310,102236596
2009-02-06,Coraline,Adventure,6e+07,75286229,90042322,50750828,126037057
2009-10-16,Law Abiding Citizen,Thriller/Suspense,5.3e+07,73357727,87710472,57802054,131159781
2009-01-16,Hotel for Dogs,Adventure,3.5e+07,73178547,87521546,49178625,122357172
2009-10-28,Michael Jackson's This Is It,Documentary,6e+07,72091016,86220851,1.8e+08,252091016
2009-03-20,"I Love You, Man",Comedy,4e+07,72013010,86127563,20289492,92302502
2009-04-24,Obsessed,Thriller/Suspense,2e+07,68261644,81640921,5703069,73964713
2009-03-13,Race to Witch Mountain,Adventure,5e+07,67172595,80338424,37931189,105103784
2009-08-28,The Final Destination,Horror,4e+07,66477700,79507326,120906927,187384627
2009-06-12,The Taking of Pelham 123,Action,1.1e+08,65452312,78280957,86912058,152364370
2009-02-13,Friday the 13th,Horror,1.7e+07,65002019,77742416,27668218,92670237
2009-04-17,17 Again,Comedy,4e+07,64167069,76743813,75307837,139474906
2009-08-14,The Time Traveler's Wife,Drama,3.9e+07,63414846,75844158,38917289,102332135
2009-07-10,Brüno,Comedy,4.2e+07,60054530,71825212,78653997,138708527
2009-01-09,Bride Wars,Comedy,3e+07,58715510,70223753,56434914,115150424
2009-03-27,The Haunting in Connecticut,Horror,0,55389516,66245863,23369006,78758522
2009-05-01,Ghosts of Girlfriends Past,Romantic Comedy,0,55250026,66079030,47262776,102512802
2009-07-31,Funny People,Comedy,72500000,51855045,62018634,20025260,71880305
2009-09-11,I Can Do Bad All By Myself,Comedy,1.9e+07,51733921,61873768,0,51733921
2009-01-16,My Bloody Valentine,Horror,1.4e+07,51545952,61648953,51290050,102836002
2009-11-25,Old Dogs,Comedy,3.5e+07,49492060,59059341,45612244,95104304
2009-06-05,Land of the Lost,Comedy,1e+08,49438370,59128285,20110271,69548641
2009-06-26,My Sister's Keeper,Drama,27500000,49200230,58843478,47472772,96673002
2009-11-06,Precious (Based on the Novel Push by …,Drama,1e+07,47566524,56664531,21156324,68722848
2009-01-23,Underworld 3: Rise of the Lycans,Action,3.5e+07,45802315,54779566,43300000,89102315
2009-02-13,Confessions of a Shopaholic,Romantic Comedy,0,44277350,52955714,63750351,108027701
2009-12-11,The Lovely Bones,Drama,9.5e+07,44114232,50175328,50780216,94894448
2009-06-19,Year One,Comedy,6e+07,43337279,51831378,14267444,57604723
2009-01-09,The Unborn,Horror,1.6e+07,42670410,51033810,35538402,78208812
2009-11-20,Planet 51,Adventure,6e+07,42194060,50308990,66802053,108996113
2009-05-29,Drag Me To Hell,Horror,3e+07,42100625,50352342,49287862,91388487
2009-07-24,Orphan,Drama,2e+07,41596251,49749118,37173177,78769428
2009-03-20,Duplicity,Thriller/Suspense,6e+07,40572825,48525099,40506741,81079566
2009-12-16,Crazy Heart,Drama,8500000,39471742,44916226,7945509,47417251
2009-09-25,Surrogates,Action,8e+07,38577772,46139016,81090578,119668350
2009-11-25,Ninja Assassin,Action,5e+07,38122883,45557724,24087009,62209892
2009-12-11,Invictus,Drama,6e+07,37491364,44431469,87022647,124514011
2009-04-17,State of Play,Thriller/Suspense,6e+07,37017955,44273471,51814255,88832210
2009-01-16,Notorious,Drama,1.9e+07,36843682,44065044,8128501,44972183
2009-02-06,The Pink Panther 2,Adventure,0,35922978,42963878,34100000,70022978
2009-02-13,Under the Sea 3D,Documentary,0,35672566,41448244,10638746,46311312
2009-09-04,All About Steve,Romantic Comedy,1.5e+07,33862903,40500034,6264356,40127259
2009-08-28,Halloween 2,Horror,1.5e+07,33392973,39937992,5119877,38512850
2009-09-18,The Informant!,Thriller/Suspense,2.2e+07,33316821,39846920,8454347,41771168
2009-03-13,The Last House on the Left,Horror,1.5e+07,32752215,39171649,13774028,46526243
2009-11-06,The Men Who Stare at Goats,Black Comedy,2.4e+07,32428195,38759890,34920023,67348218
2009-07-17,(500) Days of Summer,Romantic Comedy,0,32425665,38781095,2013395,34439060
2009-04-22,Earth,Documentary,4.7e+07,32011576,38285844,84761741,116773317
2009-04-24,The Soloist,Drama,6e+07,31853584,38096891,6668866,38522450
2009-02-06,Push,Thriller/Suspense,3.8e+07,31811527,38046578,12600000,44411527
2009-09-09,9,Adventure,3e+07,31749894,37972871,16810105,48559999
2009-10-02,Toy Story 3D Double Feature,Adventure,0,30702446,36720121,5165623,35868069
2009-12-18,Did You Hear About the Morgans?,Romantic Comedy,5.8e+07,29580087,35125488,50900479,80480566
2009-10-16,The Stepfather,Thriller/Suspense,2e+07,29062561,34758822,165000,29227561
2009-01-16,Defiance,Drama,5e+07,28644813,34019263,24342941,52987754
2009-01-30,The Uninvited,Horror,0,28596818,34201794,14182143,42778961
2009-12-04,Brothers,Drama,2.6e+07,28544157,34072043,16499713,45043870
2009-10-23,Saw VI,Horror,1.1e+07,27693292,33121178,42059110,69752402
2009-11-06,The Fourth Kind,Thriller/Suspense,1e+07,26218170,31356931,23268704,49486874
2010-06-18,Toy Story 3,Adventure,2e+08,415004880,471811631,654661124,1069666004
2010-03-05,Alice in Wonderland,Adventure,2e+08,334191110,379935894,691300000,1025491110
2010-05-07,Iron Man 2,Action,1.7e+08,312433331,355199873,308723058,621156389
2010-06-30,The Twilight Saga: Eclipse,Drama,6.8e+07,300531751,341669175,405571077,706102828
2010-11-19,Harry Potter and the Deathly Hallows:…,Adventure,1.25e+08,295983305,336426739,664300000,960283305
2010-07-16,Inception,Thriller/Suspense,1.6e+08,292576195,332624607,539825887,832402082
2010-07-09,Despicable Me,Adventure,6.9e+07,251513985,285939973,291950588,543464573
2010-05-21,Shrek Forever After,Adventure,1.65e+08,238736787,271415588,517507886,756244673
2010-03-26,How to Train Your Dragon,Adventure,1.65e+08,217581232,247364210,277289760,494870992
2010-11-24,Tangled,Musical,2.6e+08,200821936,228121622,385655304,586477240
2010-06-11,The Karate Kid,Adventure,4e+07,176591618,200763858,175183320,351774938
2010-12-17,Tron: Legacy,Adventure,2e+08,172062763,195381347,2.28e+08,400062763
2010-12-22,True Grit,Western,3.5e+07,171243005,194198123,81033923,252276928
2010-04-01,Clash of the Titans,Action,1.25e+08,163214888,185556093,3.3e+08,493214888
2010-06-25,Grown Ups,Comedy,7.5e+07,162001186,184176256,110222244,272223430
2010-12-22,Little Fockers,Comedy,1e+08,148438600,168494193,162211974,310650574
2010-11-05,Megamind,Adventure,1.3e+08,148415853,168707096,173471355,321887208
2010-11-26,The King’s Speech,Drama,1.5e+07,138797449,157131894,292023719,430821168
2010-07-01,The Last Airbender,Adventure,1.5e+08,131772187,149809441,187941694,319713881
2010-02-19,Shutter Island,Thriller/Suspense,8e+07,128012934,145535613,171448848,299461782
2010-08-06,The Other Guys,Comedy,1e+08,119219978,135539059,51716492,170936470
2010-07-23,Salt,Thriller/Suspense,1.3e+08,118311368,134506083,172339126,290650494
2010-10-15,Jackass 3D,Comedy,2e+07,117229692,133275650,54456101,171685793
2010-02-12,Valentine's Day,Romantic Comedy,5.2e+07,110485654,125609161,107083674,217569328
2010-12-03,Black Swan,Thriller/Suspense,1.3e+07,106954678,121255680,224312032,331266710
2010-05-14,Robin Hood,Action,2.1e+08,105487148,119926451,216971858,322459006
2010-12-10,The Chronicles of Narnia: The Voyage …,Adventure,1.55e+08,104386950,118575524,313800000,418186950
2010-08-13,The Expendables,Action,8.2e+07,103068524,117176760,165199650,268268174
2010-11-05,Due Date,Comedy,6.5e+07,100539043,114293542,111200000,211739043
2010-12-17,Yogi Bear,Adventure,8e+07,100246011,113770116,104528679,204774690
2010-04-09,Date Night,Comedy,5.5e+07,98711404,112223230,53557629,152269033
2010-10-01,The Social Network,Drama,4e+07,96962694,110213690,127959441,224922135
2010-05-27,Sex and the City 2,Comedy,9.5e+07,95347692,108399086,199333086,294680778
2010-01-15,The Book of Eli,Action,8e+07,94835059,107816287,63915758,158750817
2010-12-10,The Fighter,Drama,1.1e+07,93617009,106160668,35645379,129262388
2010-09-17,The Town,Drama,3.7e+07,92186262,104804843,60380619,152566881
2010-05-28,Prince of Persia: Sands of Time,Action,2e+08,90759676,103183049,223834921,314594597
2010-10-15,Red,Action,6e+07,90380162,102746569,106059531,196439693
2010-02-12,Percy Jackson & the Olympians: The Li…,Adventure,9.5e+07,88768303,100919093,134282571,223050874
2010-10-20,Paranormal Activity 2,Horror,3e+06,84752907,96353533,92759125,177512032
2010-11-12,Unstoppable,Action,9.5e+07,81562942,92715436,84157979,165720921
2010-08-13,Eat Pray Love,Drama,6e+07,80574010,91603156,126024779,206598789
2010-02-05,Dear John,Drama,2.5e+07,80014842,90967443,62018667,142033509
2010-06-11,The A-Team,Action,1.1e+08,77222099,87792422,100019072,177241171
2010-06-23,Knight and Day,Action,1.17e+08,76423035,86883985,182328335,258751370
2010-07-30,Dinner for Schmucks,Comedy,6.9e+07,73026337,83022337,13770165,86796502
2010-12-10,The Tourist,Thriller/Suspense,1e+08,67631157,76814111,211100212,278731369
2010-03-19,The Bounty Hunter,Romantic Comedy,4.5e+07,67061228,76240712,68747609,135808837
2010-03-19,Diary of a Wimpy Kid,Adventure,1.5e+07,64003625,72764577,12950686,76954311
2010-07-14,The Sorcerer's Apprentice,Adventure,1.6e+08,63150991,71795225,154835329,217986320
2010-04-30,A Nightmare on Elm Street,Horror,3.5e+07,63075011,71708853,54654610,117729621
2010-03-31,The Last Song,Drama,2e+07,62950384,71567163,29728564,92678948
2010-02-12,The Wolfman,Horror,1.5e+08,62189884,70702572,80444474,142634358
2010-06-04,Get Him to the Greek,Comedy,4e+07,61153526,69524353,30302349,91455875
2010-09-10,Resident Evil: Afterlife,Horror,57500000,60128566,68359087,235745624,295874190
2010-04-02,Why Did I Get Married Too?,Drama,2e+07,60095852,68321898,735215,60831067
2010-01-22,Tooth Fairy,Adventure,4.8e+07,60022256,68238234,52588130,112610386
2010-10-08,Secretariat,Drama,3.5e+07,59699513,67867594,676734,60376247
2010-09-17,Easy A,Comedy,8e+06,58401464,66395581,17799257,76200721
2010-08-27,Takers,Drama,3.2e+07,57744720,65648936,12842548,70587268
2010-09-24,Legend of the Guardians: The Owls of …,Adventure,1e+08,55675313,63295549,84041404,139716717
2010-10-08,Life as We Know It,Romantic Comedy,3.8e+07,53374681,60677915,52513156,105887837
2010-05-14,Letters to Juliet,Drama,3e+07,53032453,60291649,29116085,82148538
2010-09-24,Wall Street 2: Money Never Sleeps,Drama,7e+07,52474616,59657452,84957003,137431619
2010-07-09,Predators,Action,4e+07,52000688,59118651,75233701,127234389
2010-03-19,Hubble 3D,Documentary,0,51953160,57952963,15835777,67788937
2010-03-26,Hot Tub Time Machine,Comedy,3.6e+07,50269859,57150902,15697891,65967750
2010-04-16,Kick-Ass,Black Comedy,2.8e+07,48071303,54651402,49459831,97531134
2010-06-04,Killers,Action,7.5e+07,47059963,53501628,48512786,95572749
2010-10-29,Saw 3D,Horror,1.7e+07,45710178,51967076,88025106,133735284
2010-02-26,Cop Out,Comedy,3.7e+07,44875481,51018131,11034429,55909910
2010-07-30,Cats & Dogs: The Revenge of Kitty Galore,Adventure,8.5e+07,43585753,49551868,69440630,113026383
2010-01-29,Edge of Darkness,Drama,6e+07,43313890,49242788,39498566,82812456
2010-12-25,Gulliver's Travels,Adventure,1.12e+08,42779261,48547102,189238587,232017848
2010-04-16,Death at a Funeral,Comedy,2.1e+07,42739347,48589602,6237886,48977233
2010-08-06,Step Up 3D,Drama,3e+07,42400223,48204053,123488894,165889117
2010-08-27,The Last Exorcism,Horror,1800000,41034350,46651212,29131550,70165900
2010-01-22,Legion,Thriller/Suspense,2.6e+07,40168080,45666369,27479494,67647574
2010-11-24,Burlesque,Drama,5.5e+07,39440655,44829584,51112020,90552675
2010-02-26,The Crazies,Horror,1.9e+07,39123589,44478911,17321945,56445534
2010-11-05,For Colored Girls,Drama,2.1e+07,37729698,42893903,288175,38017873
2010-04-23,The Back-up Plan,Romantic Comedy,3.5e+07,37490007,42621717,37791172,75281179
2010-08-18,Vampires Suck,Comedy,2e+07,36661504,41679805,44763484,81424988
2010-09-01,The American,Thriller/Suspense,2e+07,35606376,40480247,32344347,67950723
2010-03-12,Green Zone,Drama,1e+08,35497337,40356290,62025683,97523020
2010-09-17,Devil,Horror,1e+07,33679655,38289799,29674459,63354114
2010-06-04,Marmaduke,Adventure,5e+07,33644788,38250161,56251142,89895930
2010-10-15,Hereafter,Thriller/Suspense,5e+07,32746941,37229214,72500000,105246941
2010-01-29,When in Rome,Romantic Comedy,0,32680633,37154027,11116304,43796937
2010-11-24,Love and Other Drugs,Drama,3e+07,32367005,36791164,70349316,102716321
2010-03-12,She's Out of My League,Romantic Comedy,2e+07,32010860,36392573,16670117,48680977
2010-08-13,Scott Pilgrim vs. The World,Comedy,8.5e+07,31611316,35938341,16445448,48056764
2010-07-30,Charlie St. Cloud,Drama,4.4e+07,31206263,35477839,17271821,48478084
2010-11-10,Morning Glory,Comedy,4e+07,31011732,35255240,28783338,59795070
2010-12-17,How Do You Know?,Romantic Comedy,1.2e+08,30212620,34318529,19415557,49628177
2010-01-08,Daybreakers,Horror,2e+07,30101577,34221940,21343926,51445503
2010-08-20,Nanny McPhee and the Big Bang,Adventure,3.5e+07,29197642,33194274,68602223,97799865
2010-08-20,The Switch,Romantic Comedy,1.9e+07,27758465,31558102,22100000,49858465
2010-03-05,Brooklyn's Finest,Thriller/Suspense,1.7e+07,27163593,30881799,12069640,39233233
2010-09-03,Machete,Action,12500000,26593646,30233842,19777324,46370970
2011-07-15,Harry Potter and the Deathly Hallows:…,Adventure,1.25e+08,381011219,430979904,960500000,1341511219
2011-06-29,Transformers: Dark of the Moon,Action,1.95e+08,352390543,398605694,771400000,1123790543
2011-11-18,"The Twilight Saga: Breaking Dawn, Part 1",Drama,127500000,281287133,318152705,408132918,689420051
2011-05-26,The Hangover Part II,Comedy,8e+07,254464305,287836671,3.32e+08,586464305
2011-05-20,Pirates of the Caribbean: On Stranger…,Adventure,410600000,241063875,272678806,804600000,1045663875
2011-04-29,Fast Five,Action,1.25e+08,210031325,237576415,420132129,630163454
2011-12-16,Mission: Impossible—Ghost Protocol,Action,1.45e+08,209397903,236569129,485315327,694713230
2011-06-24,Cars 2,Adventure,2e+08,191450875,216559185,368704508,560155383
2011-12-16,Sherlock Holmes: A Game of Shadows,Action,1.25e+08,186848418,211140237,348815025,535663443
2011-05-06,Thor,Action,1.5e+08,181030624,204772345,268295994,449326618
2011-08-05,Rise of the Planet of the Apes,Adventure,9.3e+07,176760185,199941847,306100000,482860185
2011-07-22,Captain America: The First Avenger,Action,1.4e+08,176654505,199822313,193915271,370569776
2011-08-10,The Help,Drama,2.5e+07,169705587,191961166,43414417,213120004
2011-05-13,Bridesmaids,Comedy,32500000,169211718,191403421,120420305,289632023
2011-05-26,Kung Fu Panda 2,Adventure,1.5e+08,165249063,186921067,499588484,664837547
2011-10-28,Puss in Boots,Adventure,1.3e+08,149260504,168820630,405726973,554987477
2011-06-03,X-Men: First Class,Action,1.6e+08,146408305,165609396,2.09e+08,355408305
2011-04-15,Rio,Adventure,9e+07,143619809,162455195,343900000,487519809
2011-07-29,The Smurfs,Adventure,1.1e+08,142614158,161317646,421135165,563749323
2011-12-16,Alvin and the Chipmunks: Chipwrecked,Adventure,8e+07,133107389,150413777,215981134,349088523
2011-06-10,Super 8,Thriller/Suspense,5e+07,127004179,143660461,130968566,257972745
2011-03-04,Rango,Adventure,1.35e+08,123477607,139671395,122246993,245724600
2011-07-08,Horrible Bosses,Comedy,3.5e+07,117538559,132953448,94879042,212417601
2011-06-17,Green Lantern,Action,2e+08,116601172,131893131,102934320,219535492
2011-04-01,Hop,Adventure,6.3e+07,108085305,122260427,80572288,188657593
2011-10-21,Paranormal Activity 3,Horror,5e+06,104028807,117671833,103011037,207039844
2011-02-11,Just Go With It,Romantic Comedy,8e+07,103028109,116539989,111946844,214974953
2011-12-20,The Girl with the Dragon Tattoo,Thriller/Suspense,9e+07,102515793,115760406,136858177,239373970
2011-07-29,Cowboys and Aliens,Action,1.63e+08,100368560,113531648,75669764,176038324
2011-06-24,Bad Teacher,Comedy,1.9e+07,100292856,113446012,115156141,215448997
2011-02-11,Gnomeo and Juliet,Comedy,3.6e+07,99967670,113078179,93770307,193737977
2011-01-14,The Green Hornet,Action,1.1e+08,98780042,111734796,130375461,229155503
2011-11-23,The Muppets,Adventure,4.5e+07,88625922,100222994,72346000,160971922
2011-10-07,Real Steel,Action,1.1e+08,85463309,96667465,178417032,263880341
2011-07-29,"Crazy, Stupid, Love",Comedy,5e+07,84351197,95413648,62791131,147142328
2011-03-11,Battle: Los Angeles,Action,7e+07,83552429,94510118,129911547,213463976
2011-11-11,Immortals,Action,7.5e+07,83504017,94451750,128058418,211562435
2011-11-16,The Descendants,Drama,2e+07,82624961,93280654,92882839,175507800
2011-07-08,Zookeeper,Romantic Comedy,8e+07,80360866,90899989,90444659,170805525
2011-12-25,War Horse,Drama,7e+07,79883359,90191753,76932170,156815529
2011-03-18,Limitless,Thriller/Suspense,2.7e+07,79249455,89642825,76315464,155564919
2011-11-04,Tower Heist,Comedy,8.5e+07,78046570,88276874,72376376,150422946
2011-12-21,The Adventures of Tintin,Adventure,1.3e+08,77591831,87656150,296402120,373993951
2011-09-09,Contagion,Thriller/Suspense,6e+07,75658097,85580474,61893497,137551594
2011-12-23,We Bought a Zoo,Drama,5e+07,75624550,85409793,43104523,118729073
2011-09-23,Moneyball,Drama,5e+07,75605492,85518213,35695343,111300835
2011-11-11,Jack and Jill,Comedy,7.9e+07,74158157,83873321,76361060,150519217
2011-11-23,Hugo,Adventure,1.8e+08,73864507,83451247,106183277,180047784
2011-02-11,Justin Bieber: Never Say Never,Concert/Performance,1.3e+07,73013910,82589508,26020215,99034125
2011-09-23,Dolphin Tale,Drama,3.7e+07,72286779,81765856,23781945,96068724
2011-01-21,No Strings Attached,Romantic Comedy,2.5e+07,70662220,79929401,78565858,149228078
2011-06-17,Mr. Poppers's Penguins,Adventure,5.5e+07,68224452,77171924,121400000,189624452
2011-11-18,Happy Feet Two,Adventure,1.35e+08,64006466,72387783,93950000,157956466
2011-02-18,Unknown,Thriller/Suspense,4e+07,63686397,72038716,72436686,136123083
2011-03-04,The Adjustment Bureau,Thriller/Suspense,50200000,62495645,70691799,64435680,126931325
2011-04-22,Water for Elephants,Drama,3.8e+07,58709717,66409350,58100000,116809717
2011-03-18,The Lincoln Lawyer,Thriller/Suspense,4e+07,58009200,65616958,29135886,87145086
2011-05-20,Midnight in Paris,Romantic Comedy,3e+07,56816662,64266139,105686112,162502774
2011-07-22,Friends with Benefits,Romantic Comedy,3.5e+07,55802754,63121145,90793137,146595891
2011-02-18,I am Number Four,Adventure,5e+07,55100437,62326717,91094722,146195159
2011-04-01,Source Code,Thriller/Suspense,3.2e+07,54712227,61887600,85716272,140428499
2011-12-09,New Year’s Eve,Romantic Comedy,2.6e+07,54544638,61666965,92305635,146850273
2011-04-01,Insidious,Horror,1500000,54009150,61092311,45861736,99870886
2011-04-22,Madea's Big Happy Family,Drama,2.5e+07,53345287,60341387,815531,54160818
2011-03-25,Diary of a Wimpy Kid: Rodrick Rules,Adventure,1.8e+07,52698535,59609821,20996659,73695194
2011-10-14,Footloose,Musical,2.4e+07,51802742,58595969,11187092,62989834
2011-01-14,The Dilemma,Comedy,7e+07,48475290,54832704,22071575,70546865
2011-11-23,Arthur Christmas,Adventure,8.5e+07,46462469,52553158,103254655,149717124
2011-02-25,Hall Pass,Comedy,6.8e+07,45060734,50970339,42112741,87173475
2011-11-25,The Artist,Drama,1.6e+07,44667095,50356145,83589617,128256712
2011-04-08,Soul Surfer,Drama,1.8e+07,43853424,49604692,3305228,47158652
2011-08-12,Final Destination 5,Horror,4e+07,42587643,48172910,112423522,155011165
2011-10-07,The Ides of March,Drama,2.3e+07,40962534,46334078,36773391,77735925
2011-04-08,Hanna,Drama,3e+07,40259119,45538995,25084575,65343694
2011-05-06,Something Borrowed,Romantic Comedy,3.5e+07,39046489,44167338,26037627,65084116
2011-08-19,Spy Kids: All the Time in the World,Adventure,2.7e+07,38536376,43590325,42144807,80681183
2011-04-15,Scream 4,Horror,4e+07,38180928,43188263,57808662,95989590
2011-02-18,"Big Mommas: Like Father, Like Son",Comedy,3.2e+07,37915414,42887929,44417036,82332450
2011-03-11,Red Riding Hood,Thriller/Suspense,4.2e+07,37662162,42601463,54016280,91678442
2011-10-28,In Time,Thriller/Suspense,3.5e+07,37553932,42476995,127550020,165103952
2011-03-18,Paul,Comedy,4e+07,37412945,42319563,63749161,101162106
2011-11-09,J. Edgar,Drama,3.5e+07,37306030,42195831,47300000,84606030
2011-02-04,The Roommate,Thriller/Suspense,1.6e+07,37300107,42191920,15245600,52545707
2011-05-06,Jumping the Broom,Romantic Comedy,7e+06,37295394,42186592,863207,38158601
2011-08-05,The Change-Up,Comedy,5.2e+07,37243418,42127802,38753649,75997067
2011-08-12,30 Minutes or Less,Comedy,2.8e+07,37053924,41913446,3912792,40966716
2011-08-26,Colombiana,Thriller/Suspense,4e+07,36665854,41474490,35629408,72295262
2011-03-25,Sucker Punch,Action,7.5e+07,36392502,41165285,53365887,89758389
2011-07-01,Larry Crowne,Romantic Comedy,3e+07,35608245,40278179,25840890,61449135
2011-11-04,A Very Harold & Kumar 3D Christmas,Comedy,2e+07,35061031,39658621,1204714,36265745
2011-09-16,Drive,Action,1.5e+07,35060689,39657832,46297241,81357930
2011-09-30,50/50,Black Comedy,8e+06,35016118,39608389,6318617,41334735
2011-09-30,Courageous,Drama,2e+06,34522221,39047648,663663,35185884
2011-01-28,The Rite,Horror,3.7e+07,33047633,37381748,64096354,97143987
2011-04-08,Arthur,Comedy,4e+07,33035397,37367908,14752546,47787943
2011-12-25,Extremely Loud and Incredibly Close,Drama,4e+07,31847881,35890378,23400000,55247881
2011-08-31,The Debt,Thriller/Suspense,2e+07,31177548,35266398,15426506,46604054
2011-12-09,The Sitter,Comedy,2.5e+07,30542576,34532275,8206828,38749404
2011-05-13,Priest,Horror,6e+07,29136626,32957816,55017400,84154026
2011-01-28,The Mechanic,Action,42500000,29121498,32940710,47225895,76347393
2012-05-04,The Avengers,Action,2.25e+08,623279547,702364007,894656350,1517935897
2012-07-20,The Dark Knight Rises,Action,2.75e+08,448139099,505000963,636300000,1084439099
2012-03-23,The Hunger Games,Thriller/Suspense,8e+07,408010692,459780887,269912687,677923379
2012-11-08,Skyfall,Action,2e+08,304360277,342800803,806166704,1110526981
2012-12-14,The Hobbit: An Unexpected Journey,Adventure,2.5e+08,303003568,340527052,7.14e+08,1017003568
2012-11-16,"The Twilight Saga: Breaking Dawn, Part 2",Drama,136200000,292324737,329340977,537400000,829724737
2012-07-03,The Amazing Spider-Man,Adventure,2.2e+08,262030663,295278272,495859604,757890267
2012-06-22,Brave,Adventure,1.85e+08,237282182,267389466,317324350,554606532
2012-06-29,Ted,Adventure,5e+07,218665740,246411013,337350887,556016627
2012-06-08,Madagascar 3: Europe's Most Wanted,Adventure,1.45e+08,216391482,243848185,530529789,746921271
2012-03-02,Doctor Seuss' The Lorax,Adventure,67500000,214030500,241187629,136946253,350976753
2012-11-02,Wreck-It Ralph,Adventure,1.65e+08,189412677,213189084,307098844,496511521
2012-11-09,Lincoln,Drama,6.5e+07,182207973,204429099,91138308,273346281
2012-05-25,Men in Black 3,Adventure,2.15e+08,179020854,201735811,475192631,654213485
2012-12-25,Django Unchained,Western,1e+08,162805434,182130970,287142889,449948323
2012-07-13,Ice Age: Continental Drift,Adventure,9.5e+07,161321843,181788289,718443294,879765137
2012-06-01,Snow White and the Huntsman,Adventure,1.7e+08,155136755,174821192,245884991,401021746
2012-12-25,Les Miserables,Musical,6.5e+07,148809770,166623823,293359282,442169052
2012-09-28,Hotel Transylvania,Adventure,8.5e+07,148313048,167081212,230192764,378505812
2012-10-05,Taken 2,Thriller/Suspense,4.5e+07,139854287,157586189,237953117,377807404
2012-03-16,21 Jump Street,Comedy,4.2e+07,138447667,156014510,64364762,202812429
2012-10-12,Argo,Thriller/Suspense,44500000,136025503,152674280,91115254,227140757
2012-11-16,Silver Linings Playbook,Drama,2.1e+07,132092958,146558040,104319495,236412453
2012-06-08,Prometheus,Adventure,1.25e+08,126477084,142525048,275971181,402448265
2012-02-10,Safe House,Thriller/Suspense,8.5e+07,126181630,142192108,82360532,208542162
2012-02-10,The Vow,Drama,3e+07,125014030,140876362,72604130,197618160
2012-11-21,Life of Pi,Drama,1.2e+08,124987022,140046000,482271612,607258634
2012-06-29,Magic Mike,Comedy,7e+06,113721571,128151062,56828182,170549753
2012-08-10,The Bourne Legacy,Thriller/Suspense,1.25e+08,113203870,127567671,167152050,280355920
2012-02-10,Journey 2: The Mysterious Island,Adventure,7.9e+07,103860290,117038542,214285872,318146162
2012-11-21,Rise of the Guardians,Adventure,1.45e+08,103412758,116388477,203488144,306900902
2012-12-19,Zero Dark Thirty,Drama,52500000,95720716,105714491,38891719,134612435
2012-11-02,Flight,Drama,3.1e+07,93772375,105640363,66786063,160558438
2012-04-20,Think Like a Man,Romantic Comedy,1.2e+07,91547205,103163118,21826559,113373764
2012-08-10,The Campaign,Comedy,9.5e+07,86907746,97934980,1.8e+07,104907746
2012-08-17,The Expendables 2,Action,1e+08,85028192,95816939,226951064,311979256
2012-03-30,Wrath of the Titans,Adventure,1.5e+08,83670083,94286505,221600000,305270083
2012-12-21,Jack Reacher,Drama,6e+07,80070736,89868205,137300000,217370736
2012-05-11,Dark Shadows,Black Comedy,1.5e+08,79727149,89843278,158475519,238202668
2012-12-25,Parental Guidance,Adventure,2.5e+07,77267296,86483923,43565087,120832383
2012-03-09,John Carter,Adventure,2.75e+08,73058679,82328687,209719421,282778100
2012-02-24,Act of Valor,Action,1.2e+07,70012847,78896380,12484188,82497035
2012-12-21,This is 40,Comedy,3.5e+07,67544505,75801703,22676677,90221182
2012-01-13,Contraband,Action,2.5e+07,66528000,74969358,31878855,98406855
2012-09-28,Looper,Action,3e+07,66486205,74922266,103980200,170466405
2012-06-29,Tyler Perry's Madea's Witness Protection,Comedy,2e+07,65653242,73983609,1297645,66950887
